ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11425
trigger nr 10 at 20425
16	Correct	1	1	1	4	0	0	27559	691	0	correct_rejection	NA	7099
16	Correct	2	2	2	5	0	0	28267	692	0	correct_rejection	NA	0
16	Correct	3	3	3	6	0	0	28976	691	0	correct_rejection	NA	0
16	Correct	4	4	4	0	1	2	29684	692	1	hit	446	0
16	Correct	5	5	5	4	0	0	30393	692	0	correct_rejection	NA	0
16	Correct	6	6	6	5	0	0	31101	692	0	correct_rejection	NA	0
16	Correct	7	7	7	6	0	0	31810	692	0	correct_rejection	NA	0
16	Correct	8	8	8	4	0	0	32519	691	0	correct_rejection	NA	0
16	Correct	9	9	9	5	0	0	33227	692	0	correct_rejection	NA	0
16	Correct	10	10	10	6	0	0	33936	691	0	correct_rejection	NA	0
16	Correct	11	11	11	0	1	3	34644	692	1	hit	309	0
16	Correct	12	12	12	6	0	0	35353	692	0	correct_rejection	NA	0
16	Correct	13	13	13	5	0	0	36061	692	0	correct_rejection	NA	0
16	Correct	14	14	14	4	0	0	36770	692	0	correct_rejection	NA	0
16	Correct	15	15	15	6	0	0	37479	691	0	correct_rejection	NA	0
16	Correct	16	16	16	0	1	1	38187	692	1	hit	447	0
16	Correct	17	17	17	5	0	0	38896	691	0	correct_rejection	NA	0
16	Correct	18	18	18	4	0	0	39604	692	0	correct_rejection	NA	0
16	Correct	19	19	19	6	0	0	40313	691	0	correct_rejection	NA	0
16	Correct	20	20	20	5	0	0	41021	692	0	correct_rejection	NA	0
16	Correct	21	21	21	4	0	0	41730	692	0	correct_rejection	NA	0
16	Correct	22	22	22	9	0	0	42439	691	0	correct_rejection	NA	0
16	Correct	23	23	23	8	0	0	43147	692	0	correct_rejection	NA	0
16	Correct	24	24	24	7	0	0	43856	691	0	correct_rejection	NA	0
16	Correct	25	25	25	9	0	0	44564	692	0	correct_rejection	NA	0
16	Correct	26	26	26	8	0	0	45273	691	0	correct_rejection	NA	0
16	Correct	27	27	27	7	0	0	45981	692	0	correct_rejection	NA	0
16	Correct	28	28	28	0	1	2	46690	692	1	hit	307	0
16	Correct	29	29	29	9	0	0	47398	692	0	correct_rejection	NA	0
16	Correct	30	30	30	8	0	0	48107	692	0	correct_rejection	NA	0
16	Correct	31	31	31	7	0	0	48816	691	0	correct_rejection	NA	0
16	Correct	32	32	32	7	0	0	49524	692	0	correct_rejection	NA	0
16	Correct	33	33	33	8	0	0	50233	691	0	correct_rejection	NA	0
16	Correct	34	34	34	9	0	0	50941	692	0	correct_rejection	NA	0
16	Correct	35	35	35	7	0	0	51650	692	0	correct_rejection	NA	0
16	Correct	36	36	36	8	0	0	52358	692	0	correct_rejection	NA	0
16	Correct	37	37	37	9	0	0	53067	692	0	correct_rejection	NA	0
16	Correct	38	38	38	7	0	0	53776	691	0	correct_rejection	NA	0
16	Correct	39	39	39	8	0	0	54484	692	0	correct_rejection	NA	0
16	Correct	40	40	40	9	0	0	55193	691	0	correct_rejection	NA	0
16	Correct	41	41	41	0	1	4	55901	692	1	hit	442	0
16	Correct	42	42	42	4	0	0	56610	692	0	correct_rejection	NA	0
16	Correct	43	43	43	5	0	0	57318	692	0	correct_rejection	NA	0
