ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11287
trigger nr 4 at 14287
38	Triplet	1	163	1	6	0	0	22223	692	0	correct_rejection	NA	7899
38	Triplet	2	164	2	5	0	0	22932	692	0	correct_rejection	NA	0
38	Triplet	3	165	3	4	0	0	23641	691	0	correct_rejection	NA	0
38	Triplet	4	166	4	0	1	2	24349	692	1	hit	432	0
38	Triplet	5	167	5	6	0	0	25058	691	0	correct_rejection	NA	0
38	Triplet	6	168	6	5	0	0	25766	692	0	correct_rejection	NA	0
38	Triplet	7	169	7	0	1	1	26475	692	1	hit	386	0
38	Triplet	8	170	8	4	0	0	27183	692	0	correct_rejection	NA	0
38	Triplet	9	171	9	4	0	0	27892	692	0	correct_rejection	NA	0
38	Triplet	10	172	10	5	0	0	28601	691	0	correct_rejection	NA	0
38	Triplet	11	173	11	0	1	1	29309	692	1	hit	357	0
38	Triplet	12	174	12	6	0	0	30018	691	0	correct_rejection	NA	0
38	Triplet	13	175	13	9	0	0	30726	692	0	correct_rejection	NA	0
38	Triplet	14	176	14	8	0	0	31435	692	0	correct_rejection	NA	0
38	Triplet	15	177	15	7	0	0	32143	692	0	correct_rejection	NA	0
38	Triplet	16	178	16	6	0	0	32852	692	0	correct_rejection	NA	0
38	Triplet	17	179	17	0	1	1	33561	691	1	hit	313	0
38	Triplet	18	180	18	5	0	0	34269	692	0	correct_rejection	NA	0
38	Triplet	19	181	19	4	0	0	34978	691	0	correct_rejection	NA	0
38	Triplet	20	182	20	9	0	0	35686	692	0	correct_rejection	NA	0
38	Triplet	21	183	21	8	0	0	36395	691	0	correct_rejection	NA	0
38	Triplet	22	184	22	7	0	0	37103	692	0	correct_rejection	NA	0
38	Triplet	23	185	23	0	1	2	37812	692	1	hit	334	0
38	Triplet	24	186	24	7	0	0	38520	692	0	correct_rejection	NA	0
38	Triplet	25	187	25	8	0	0	39229	692	0	correct_rejection	NA	0
38	Triplet	26	188	26	9	0	0	39938	691	0	correct_rejection	NA	0
38	Triplet	27	189	27	6	0	0	40646	692	0	correct_rejection	NA	0
38	Triplet	28	190	28	5	0	0	41355	691	0	correct_rejection	NA	0
38	Triplet	29	191	29	0	1	1	42063	692	1	hit	394	0
38	Triplet	30	192	30	4	0	0	42772	692	0	correct_rejection	NA	0
