ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11278
trigger nr 3 at 13278
12	Correct	1	487	1	4	0	0	21031	692	0	correct_rejection	NA	7709
12	Correct	2	488	2	5	0	0	21740	692	0	correct_rejection	NA	0
12	Correct	3	489	3	6	0	0	22449	691	0	correct_rejection	NA	0
12	Correct	4	490	4	4	0	0	23157	692	0	correct_rejection	NA	0
12	Correct	5	491	5	0	1	1	23866	691	1	hit	325	0
12	Correct	6	492	6	5	0	0	24574	692	0	correct_rejection	NA	0
12	Correct	7	493	7	6	0	0	25283	692	0	correct_rejection	NA	0
12	Correct	8	494	8	0	1	2	25991	692	1	hit	355	0
12	Correct	9	495	9	4	0	0	26700	692	0	correct_rejection	NA	0
12	Correct	10	496	10	5	0	0	27409	691	0	correct_rejection	NA	0
12	Correct	11	497	11	6	0	0	28117	692	0	correct_rejection	NA	0
12	Correct	12	498	12	6	0	0	28826	691	0	correct_rejection	NA	0
12	Correct	13	499	13	5	0	0	29534	692	0	correct_rejection	NA	0
12	Correct	14	500	14	4	0	0	30243	691	0	correct_rejection	NA	0
12	Correct	15	501	15	0	1	2	30951	692	1	hit	244	0
12	Correct	16	502	16	6	0	0	31660	692	0	correct_rejection	NA	0
12	Correct	17	503	17	5	0	0	32369	691	0	correct_rejection	NA	0
12	Correct	18	504	18	4	0	0	33077	692	0	correct_rejection	NA	0
12	Correct	19	505	19	6	0	0	33786	691	0	correct_rejection	NA	0
12	Correct	20	506	20	0	1	1	34494	692	1	hit	310	0
12	Correct	21	507	21	5	0	0	35203	691	0	correct_rejection	NA	0
12	Correct	22	508	22	4	0	0	35911	692	0	correct_rejection	NA	0
12	Correct	23	509	23	9	0	0	36620	692	0	correct_rejection	NA	0
12	Correct	24	510	24	8	0	0	37328	692	0	correct_rejection	NA	0
12	Correct	25	511	25	7	0	0	38037	692	0	correct_rejection	NA	0
12	Correct	26	512	26	9	0	0	38746	691	0	correct_rejection	NA	0
12	Correct	27	513	27	0	1	1	39454	692	1	hit	262	0
12	Correct	28	514	28	8	0	0	40163	691	0	correct_rejection	NA	0
12	Correct	29	515	29	7	0	0	40871	692	0	correct_rejection	NA	0
12	Correct	30	516	30	9	0	0	41580	692	0	correct_rejection	NA	0
12	Correct	31	517	31	8	0	0	42288	692	0	correct_rejection	NA	0
12	Correct	32	518	32	0	1	1	42997	692	1	hit	316	0
12	Correct	33	519	33	7	0	0	43706	691	0	correct_rejection	NA	0
12	Correct	34	520	34	7	0	0	44414	692	0	correct_rejection	NA	0
12	Correct	35	521	35	8	0	0	45123	691	0	correct_rejection	NA	0
12	Correct	36	522	36	9	0	0	45831	692	0	correct_rejection	NA	0
12	Correct	37	523	37	7	0	0	46540	692	0	correct_rejection	NA	0
12	Correct	38	524	38	8	0	0	47248	692	0	correct_rejection	NA	0
12	Correct	39	525	39	9	0	0	47957	692	0	correct_rejection	NA	0
12	Correct	40	526	40	7	0	0	48666	691	0	correct_rejection	NA	0
12	Correct	41	527	41	8	0	0	49374	692	0	correct_rejection	NA	0
12	Correct	42	528	42	9	0	0	50083	691	0	correct_rejection	NA	0
12	Correct	43	529	43	4	0	0	50791	692	0	correct_rejection	NA	0
12	Correct	44	530	44	5	0	0	51500	692	0	correct_rejection	NA	0
12	Correct	45	531	45	6	0	0	52208	692	0	correct_rejection	NA	0
12	Correct	46	532	46	4	0	0	52917	692	0	correct_rejection	NA	0
12	Correct	47	533	47	5	0	0	53626	691	0	correct_rejection	NA	0
12	Correct	48	534	48	6	0	0	54334	692	0	correct_rejection	NA	0
12	Correct	49	535	49	4	0	0	55043	691	0	correct_rejection	NA	0
12	Correct	50	536	50	5	0	0	55751	692	0	correct_rejection	NA	0
12	Correct	51	537	51	0	1	1	56460	691	1	hit	312	0
12	Correct	52	538	52	6	0	0	57168	692	0	correct_rejection	NA	0
12	Correct	53	539	53	6	0	0	57877	692	0	correct_rejection	NA	0
12	Correct	54	540	54	5	0	0	58586	691	0	correct_rejection	NA	0
12	Correct	55	541	55	4	0	0	59294	692	0	correct_rejection	NA	0
12	Correct	56	542	56	6	0	0	60003	691	0	correct_rejection	NA	0
12	Correct	57	543	57	5	0	0	60711	692	0	correct_rejection	NA	0
12	Correct	58	544	58	4	0	0	61420	691	0	correct_rejection	NA	0
12	Correct	59	545	59	0	1	2	62128	692	1	hit	312	0
12	Correct	60	546	60	6	0	0	62837	692	0	correct_rejection	NA	0
12	Correct	61	547	61	5	0	0	63545	692	0	correct_rejection	NA	0
