ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11086
trigger nr 3 at 13086
37	Single	1	487	1	7	0	0	20273	691	0	correct_rejection	NA	7149
37	Single	2	488	2	4	0	0	20981	692	0	correct_rejection	NA	0
37	Single	3	489	3	5	0	0	21690	692	0	correct_rejection	NA	0
37	Single	4	490	4	0	1	1	22399	691	1	hit	349	0
37	Single	5	491	5	5	0	0	23107	692	0	correct_rejection	NA	0
37	Single	6	492	6	7	0	0	23816	691	0	correct_rejection	NA	0
37	Single	7	493	7	6	0	0	24524	692	0	correct_rejection	NA	0
37	Single	8	494	8	4	0	0	25233	691	0	correct_rejection	NA	0
37	Single	9	495	9	9	0	0	25941	692	0	correct_rejection	NA	0
37	Single	10	496	10	0	1	1	26650	692	1	hit	385	0
37	Single	11	497	11	5	0	0	27358	692	0	correct_rejection	NA	0
37	Single	12	498	12	9	0	0	28067	692	0	correct_rejection	NA	0
37	Single	13	499	13	0	1	1	28776	691	1	hit	446	0
37	Single	14	500	14	4	0	0	29484	692	0	correct_rejection	NA	0
37	Single	15	501	15	8	0	0	30193	691	0	correct_rejection	NA	0
37	Single	16	502	16	5	0	0	30901	692	0	correct_rejection	NA	0
37	Single	17	503	17	8	0	0	31610	692	0	correct_rejection	NA	0
37	Single	18	504	18	4	0	0	32318	692	0	correct_rejection	NA	0
37	Single	19	505	19	7	0	0	33027	692	0	correct_rejection	NA	0
37	Single	20	506	20	8	0	0	33736	691	0	correct_rejection	NA	0
37	Single	21	507	21	6	0	0	34444	692	0	correct_rejection	NA	0
37	Single	22	508	22	8	0	0	35153	691	0	correct_rejection	NA	0
37	Single	23	509	23	9	0	0	35861	692	0	correct_rejection	NA	0
37	Single	24	510	24	7	0	0	36570	692	0	correct_rejection	NA	0
37	Single	25	511	25	0	1	1	37278	692	1	hit	336	0
37	Single	26	512	26	5	0	0	37987	692	0	correct_rejection	NA	0
37	Single	27	513	27	6	0	0	38696	691	0	correct_rejection	NA	0
37	Single	28	514	28	9	0	0	39404	692	0	correct_rejection	NA	0
37	Single	29	515	29	6	0	0	40113	691	0	correct_rejection	NA	0
37	Single	30	516	30	6	0	0	40821	692	0	correct_rejection	NA	0
37	Single	31	517	31	5	0	0	41530	691	0	correct_rejection	NA	0
37	Single	32	518	32	4	0	0	42238	692	0	correct_rejection	NA	0
37	Single	33	519	33	4	0	0	42947	692	0	correct_rejection	NA	0
37	Single	34	520	34	0	1	1	43655	692	1	hit	565	0
37	Single	35	521	35	6	0	0	44364	692	0	correct_rejection	NA	0
37	Single	36	522	36	7	0	0	45073	691	0	correct_rejection	NA	0
37	Single	37	523	37	7	0	0	45781	692	0	correct_rejection	NA	0
37	Single	38	524	38	9	0	0	46490	691	0	correct_rejection	NA	0
37	Single	39	525	39	9	0	0	47198	692	0	correct_rejection	NA	0
37	Single	40	526	40	8	0	0	47907	692	0	correct_rejection	NA	0
37	Single	41	527	41	8	0	0	48615	692	0	correct_rejection	NA	0
37	Single	42	528	42	5	0	0	49324	692	0	correct_rejection	NA	0
37	Single	43	529	43	9	0	0	50033	691	0	correct_rejection	NA	0
37	Single	44	530	44	9	0	0	50741	692	0	correct_rejection	NA	0
37	Single	45	531	45	7	0	0	51450	691	0	correct_rejection	NA	0
37	Single	46	532	46	0	1	1	52158	692	1	hit	324	0
