ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11181
trigger nr 3 at 13181
34	Triplet	1	325	1	6	0	0	19649	684	0	correct_rejection	NA	6387
34	Triplet	2	326	2	5	0	0	20366	683	0	correct_rejection	NA	0
34	Triplet	3	327	3	4	0	0	21082	684	0	correct_rejection	NA	0
34	Triplet	4	328	4	6	0	0	21799	683	0	correct_rejection	NA	0
34	Triplet	5	329	5	5	0	0	22516	683	0	correct_rejection	NA	0
34	Triplet	6	330	6	4	0	0	23232	684	0	correct_rejection	NA	0
34	Triplet	7	331	7	9	0	0	23949	683	0	correct_rejection	NA	0
34	Triplet	8	332	8	8	0	0	24666	683	0	correct_rejection	NA	0
34	Triplet	9	333	9	7	0	0	25382	684	0	correct_rejection	NA	0
34	Triplet	10	334	10	9	0	0	26099	683	0	correct_rejection	NA	0
34	Triplet	11	335	11	8	0	0	26816	683	0	correct_rejection	NA	0
34	Triplet	12	336	12	7	0	0	27532	684	0	correct_rejection	NA	0
34	Triplet	13	337	13	7	0	0	28249	683	0	correct_rejection	NA	0
34	Triplet	14	338	14	0	1	1	28966	683	1	hit	412	0
34	Triplet	15	339	15	8	0	0	29682	684	0	correct_rejection	NA	0
34	Triplet	16	340	16	9	0	0	30399	683	0	correct_rejection	NA	0
34	Triplet	17	341	17	9	0	0	31116	683	0	correct_rejection	NA	0
34	Triplet	18	342	18	8	0	0	31832	684	0	correct_rejection	NA	0
34	Triplet	19	343	19	7	0	0	32549	683	0	correct_rejection	NA	0
34	Triplet	20	344	20	6	0	0	33266	683	0	correct_rejection	NA	0
34	Triplet	21	345	21	5	0	0	33982	684	0	correct_rejection	NA	0
34	Triplet	22	346	22	4	0	0	34699	683	0	correct_rejection	NA	0
34	Triplet	23	347	23	7	0	0	35416	683	0	correct_rejection	NA	0
34	Triplet	24	348	24	8	0	0	36132	684	0	correct_rejection	NA	0
34	Triplet	25	349	25	9	0	0	36849	683	0	correct_rejection	NA	0
34	Triplet	26	350	26	4	0	0	37566	683	0	correct_rejection	NA	0
34	Triplet	27	351	27	5	0	0	38282	684	0	correct_rejection	NA	0
34	Triplet	28	352	28	6	0	0	38999	683	0	correct_rejection	NA	0
34	Triplet	29	353	29	6	0	0	39716	683	0	correct_rejection	NA	0
34	Triplet	30	354	30	0	1	1	40432	684	1	hit	562	0
34	Triplet	31	355	31	5	0	0	41149	683	0	correct_rejection	NA	0
34	Triplet	32	356	32	4	0	0	41865	684	0	correct_rejection	NA	0
34	Triplet	33	357	33	4	0	0	42582	683	0	correct_rejection	NA	0
34	Triplet	34	358	34	5	0	0	43299	683	0	correct_rejection	NA	0
34	Triplet	35	359	35	6	0	0	44015	684	0	correct_rejection	NA	0
34	Triplet	36	360	36	9	0	0	44732	683	0	correct_rejection	NA	0
34	Triplet	37	361	37	8	0	0	45449	683	0	correct_rejection	NA	0
34	Triplet	38	362	38	7	0	0	46165	684	0	correct_rejection	NA	0
34	Triplet	39	363	39	4	0	0	46882	683	0	correct_rejection	NA	0
34	Triplet	40	364	40	5	0	0	47599	683	0	correct_rejection	NA	0
34	Triplet	41	365	41	6	0	0	48315	684	0	correct_rejection	NA	0
34	Triplet	42	366	42	4	0	0	49032	683	0	correct_rejection	NA	0
34	Triplet	43	367	43	0	1	1	49749	683	1	hit	512	0
34	Triplet	44	368	44	5	0	0	50465	684	0	correct_rejection	NA	0
34	Triplet	45	369	45	6	0	0	51182	683	0	correct_rejection	NA	0
34	Triplet	46	370	46	7	0	0	51899	683	0	correct_rejection	NA	0
34	Triplet	47	371	47	8	0	0	52615	684	0	correct_rejection	NA	0
34	Triplet	48	372	48	9	0	0	53332	683	0	correct_rejection	NA	0
34	Triplet	49	373	49	7	0	0	54049	683	0	correct_rejection	NA	0
34	Triplet	50	374	50	8	0	0	54765	684	0	correct_rejection	NA	0
34	Triplet	51	375	51	9	0	0	55482	683	0	correct_rejection	NA	0
34	Triplet	52	376	52	0	1	2	56199	683	1	hit	591	0
34	Triplet	53	377	53	6	0	0	56915	684	0	correct_rejection	NA	0
34	Triplet	54	378	54	5	0	0	57632	683	0	correct_rejection	NA	0
34	Triplet	55	379	55	4	0	0	58349	683	0	correct_rejection	NA	0
34	Triplet	56	380	56	0	1	2	59065	684	1	hit	467	0
34	Triplet	57	381	57	7	0	0	59782	683	0	correct_rejection	NA	0
34	Triplet	58	382	58	8	0	0	60499	683	0	correct_rejection	NA	0
34	Triplet	59	383	59	9	0	0	61215	684	0	correct_rejection	NA	0
34	Triplet	60	384	60	9	0	0	61932	683	0	correct_rejection	NA	0
34	Triplet	61	385	61	8	0	0	62649	683	0	correct_rejection	NA	0
34	Triplet	62	386	62	7	0	0	63365	684	0	correct_rejection	NA	0
34	Triplet	63	387	63	4	0	0	64082	683	0	correct_rejection	NA	0
34	Triplet	64	388	64	5	0	0	64798	684	0	correct_rejection	NA	0
34	Triplet	65	389	65	6	0	0	65515	683	0	correct_rejection	NA	0
34	Triplet	66	390	66	7	0	0	66232	683	0	correct_rejection	NA	0
34	Triplet	67	391	67	8	0	0	66948	684	0	correct_rejection	NA	0
34	Triplet	68	392	68	0	1	1	67665	683	1	hit	461	0
34	Triplet	69	393	69	9	0	0	68382	683	0	correct_rejection	NA	0
34	Triplet	70	394	70	4	0	0	69098	684	0	correct_rejection	NA	0
34	Triplet	71	395	71	5	0	0	69815	683	0	correct_rejection	NA	0
34	Triplet	72	396	72	0	1	1	70532	683	1	hit	501	0
34	Triplet	73	397	73	6	0	0	71248	684	0	correct_rejection	NA	0
34	Triplet	74	398	74	4	0	0	71965	683	0	correct_rejection	NA	0
34	Triplet	75	399	75	0	1	1	72682	683	1	hit	514	0
34	Triplet	76	400	76	5	0	0	73398	684	0	correct_rejection	NA	0
34	Triplet	77	401	77	6	0	0	74115	683	0	correct_rejection	NA	0
34	Triplet	78	402	78	9	0	0	74832	683	0	correct_rejection	NA	0
34	Triplet	79	403	79	0	1	1	75548	684	1	hit	336	0
34	Triplet	80	404	80	8	0	0	76265	683	0	correct_rejection	NA	0
34	Triplet	81	405	81	7	0	0	76982	683	0	correct_rejection	NA	0
34	Triplet	82	406	82	9	0	0	77698	684	0	correct_rejection	NA	0
34	Triplet	83	407	83	8	0	0	78415	683	0	correct_rejection	NA	0
34	Triplet	84	408	84	7	0	0	79132	683	0	correct_rejection	NA	0
34	Triplet	85	409	85	6	0	0	79848	684	0	correct_rejection	NA	0
34	Triplet	86	410	86	5	0	0	80565	683	0	correct_rejection	NA	0
34	Triplet	87	411	87	4	0	0	81282	683	0	correct_rejection	NA	0
34	Triplet	88	412	88	4	0	0	81998	684	0	correct_rejection	NA	0
34	Triplet	89	413	89	5	0	0	82715	683	0	correct_rejection	NA	0
34	Triplet	90	414	90	6	0	0	83432	683	0	correct_rejection	NA	0
34	Triplet	91	415	91	6	0	0	84148	684	0	correct_rejection	NA	0
34	Triplet	92	416	92	5	0	0	84865	683	0	correct_rejection	NA	0
34	Triplet	93	417	93	4	0	0	85581	684	0	correct_rejection	NA	0
34	Triplet	94	418	94	9	0	0	86298	683	0	correct_rejection	NA	0
34	Triplet	95	419	95	8	0	0	87015	683	0	correct_rejection	NA	0
34	Triplet	96	420	96	7	0	0	87731	684	0	correct_rejection	NA	0
34	Triplet	97	421	97	0	1	2	88448	683	1	hit	441	0
34	Triplet	98	422	98	7	0	0	89165	683	0	correct_rejection	NA	0
34	Triplet	99	423	99	8	0	0	89881	684	0	correct_rejection	NA	0
34	Triplet	100	424	100	9	0	0	90598	683	0	correct_rejection	NA	0
34	Triplet	101	425	101	7	0	0	91315	683	0	correct_rejection	NA	0
34	Triplet	102	426	102	8	0	0	92031	684	0	correct_rejection	NA	0
34	Triplet	103	427	103	9	0	0	92748	683	0	correct_rejection	NA	0
34	Triplet	104	428	104	6	0	0	93465	683	0	correct_rejection	NA	0
34	Triplet	105	429	105	5	0	0	94181	684	0	correct_rejection	NA	0
34	Triplet	106	430	106	4	0	0	94898	683	0	correct_rejection	NA	0
34	Triplet	107	431	107	0	1	2	95615	683	1	hit	418	0
34	Triplet	108	432	108	6	0	0	96331	684	0	correct_rejection	NA	0
34	Triplet	109	433	109	5	0	0	97048	683	0	correct_rejection	NA	0
34	Triplet	110	434	110	0	1	1	97765	683	1	hit	540	0
34	Triplet	111	435	111	4	0	0	98481	684	0	correct_rejection	NA	0
34	Triplet	112	436	112	9	0	0	99198	683	0	correct_rejection	NA	0
34	Triplet	113	437	113	8	0	0	99915	683	0	correct_rejection	NA	0
34	Triplet	114	438	114	7	0	0	100631	684	0	correct_rejection	NA	0
34	Triplet	115	439	115	4	0	0	101348	683	0	correct_rejection	NA	0
34	Triplet	116	440	116	5	0	0	102065	683	0	correct_rejection	NA	0
34	Triplet	117	441	117	6	0	0	102781	684	0	correct_rejection	NA	0
34	Triplet	118	442	118	9	0	0	103498	683	0	correct_rejection	NA	0
34	Triplet	119	443	119	8	0	0	104215	683	0	correct_rejection	NA	0
34	Triplet	120	444	120	7	0	0	104931	684	0	correct_rejection	NA	0
34	Triplet	121	445	121	7	0	0	105648	683	0	correct_rejection	NA	0
34	Triplet	122	446	122	8	0	0	106364	684	0	correct_rejection	NA	0
34	Triplet	123	447	123	9	0	0	107081	683	0	correct_rejection	NA	0
34	Triplet	124	448	124	6	0	0	107798	683	0	correct_rejection	NA	0
34	Triplet	125	449	125	5	0	0	108514	684	0	correct_rejection	NA	0
