ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11292
trigger nr 3 at 13292
44	Correct	1	325	1	4	0	0	21166	683	0	correct_rejection	NA	7807
44	Correct	2	326	2	5	0	0	21883	683	0	correct_rejection	NA	0
44	Correct	3	327	3	6	0	0	22599	684	0	correct_rejection	NA	0
44	Correct	4	328	4	4	0	0	23316	683	0	correct_rejection	NA	0
44	Correct	5	329	5	5	0	0	24032	684	0	correct_rejection	NA	0
44	Correct	6	330	6	6	0	0	24749	683	0	correct_rejection	NA	0
44	Correct	7	331	7	4	0	0	25466	683	0	correct_rejection	NA	0
44	Correct	8	332	8	5	0	0	26182	684	0	correct_rejection	NA	0
44	Correct	9	333	9	6	0	0	26899	683	0	correct_rejection	NA	0
44	Correct	10	334	10	0	1	3	27616	683	1	hit	491	0
44	Correct	11	335	11	6	0	0	28332	684	0	correct_rejection	NA	0
44	Correct	12	336	12	5	0	0	29049	683	0	correct_rejection	NA	0
44	Correct	13	337	13	4	0	0	29766	683	0	correct_rejection	NA	0
44	Correct	14	338	14	6	0	0	30482	684	0	correct_rejection	NA	0
44	Correct	15	339	15	5	0	0	31199	683	0	correct_rejection	NA	0
44	Correct	16	340	16	4	0	0	31916	683	0	correct_rejection	NA	0
44	Correct	17	341	17	6	0	0	32632	684	0	correct_rejection	NA	0
44	Correct	18	342	18	0	1	1	33349	683	1	hit	626	0
44	Correct	19	343	19	5	0	0	34066	683	0	correct_rejection	NA	0
44	Correct	20	344	20	4	0	0	34782	684	0	correct_rejection	NA	0
44	Correct	21	345	21	9	0	0	35499	683	0	correct_rejection	NA	0
44	Correct	22	346	22	8	0	0	36216	683	0	correct_rejection	NA	0
44	Correct	23	347	23	7	0	0	36932	684	0	correct_rejection	NA	0
44	Correct	24	348	24	0	1	2	37649	683	1	hit	556	0
44	Correct	25	349	25	9	0	0	38366	683	0	correct_rejection	NA	0
44	Correct	26	350	26	8	0	0	39082	684	0	correct_rejection	NA	0
44	Correct	27	351	27	7	0	0	39799	683	0	correct_rejection	NA	0
44	Correct	28	352	28	9	0	0	40516	683	0	correct_rejection	NA	0
44	Correct	29	353	29	8	0	0	41232	684	0	correct_rejection	NA	0
44	Correct	30	354	30	7	0	0	41949	683	0	correct_rejection	NA	0
44	Correct	31	355	31	7	0	0	42666	683	0	correct_rejection	NA	0
44	Correct	32	356	32	8	0	0	43382	684	0	correct_rejection	NA	0
44	Correct	33	357	33	9	0	0	44099	683	0	correct_rejection	NA	0
44	Correct	34	358	34	7	0	0	44816	683	0	correct_rejection	NA	0
44	Correct	35	359	35	8	0	0	45532	684	0	correct_rejection	NA	0
44	Correct	36	360	36	9	0	0	46249	683	0	correct_rejection	NA	0
44	Correct	37	361	37	7	0	0	46965	684	0	correct_rejection	NA	0
44	Correct	38	362	38	0	1	1	47682	684	1	hit	482	0
44	Correct	39	363	39	8	0	0	48399	683	0	correct_rejection	NA	0
44	Correct	40	364	40	9	0	0	49115	684	0	correct_rejection	NA	0
44	Correct	41	365	41	4	0	0	49832	683	0	correct_rejection	NA	0
44	Correct	42	366	42	5	0	0	50549	683	0	correct_rejection	NA	0
