ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11315
trigger nr 4 at 14315
7	Nonet	1	325	1	4	0	0	21882	691	0	correct_rejection	NA	7529
7	Nonet	2	326	2	5	0	0	22590	692	0	correct_rejection	NA	0
7	Nonet	3	327	3	6	0	0	23299	691	0	correct_rejection	NA	0
7	Nonet	4	328	4	4	0	0	24007	692	0	correct_rejection	NA	0
7	Nonet	5	329	5	5	0	0	24716	692	0	correct_rejection	NA	0
7	Nonet	6	330	6	6	0	0	25425	691	0	correct_rejection	NA	0
7	Nonet	7	331	7	0	1	2	26133	692	1	hit	377	0
7	Nonet	8	332	8	4	0	0	26842	691	0	correct_rejection	NA	0
7	Nonet	9	333	9	5	0	0	27550	692	0	correct_rejection	NA	0
7	Nonet	10	334	10	6	0	0	28259	691	0	correct_rejection	NA	0
7	Nonet	11	335	11	6	0	0	28967	692	0	correct_rejection	NA	0
7	Nonet	12	336	12	0	1	1	29676	692	1	hit	393	0
7	Nonet	13	337	13	5	0	0	30384	692	0	correct_rejection	NA	0
7	Nonet	14	338	14	4	0	0	31093	692	0	correct_rejection	NA	0
7	Nonet	15	339	15	6	0	0	31802	691	0	correct_rejection	NA	0
7	Nonet	16	340	16	5	0	0	32510	692	0	correct_rejection	NA	0
7	Nonet	17	341	17	4	0	0	33219	691	0	correct_rejection	NA	0
7	Nonet	18	342	18	6	0	0	33927	692	0	correct_rejection	NA	0
7	Nonet	19	343	19	5	0	0	34636	692	0	correct_rejection	NA	0
7	Nonet	20	344	20	4	0	0	35344	692	0	correct_rejection	NA	0
7	Nonet	21	345	21	4	0	0	36053	692	0	correct_rejection	NA	0
7	Nonet	22	346	22	5	0	0	36762	691	0	correct_rejection	NA	0
7	Nonet	23	347	23	6	0	0	37470	692	0	correct_rejection	NA	0
7	Nonet	24	348	24	4	0	0	38179	691	0	correct_rejection	NA	0
7	Nonet	25	349	25	0	1	1	38887	692	1	hit	319	0
7	Nonet	26	350	26	5	0	0	39596	692	0	correct_rejection	NA	0
7	Nonet	27	351	27	6	0	0	40304	692	0	correct_rejection	NA	0
7	Nonet	28	352	28	4	0	0	41013	692	0	correct_rejection	NA	0
7	Nonet	29	353	29	5	0	0	41722	691	0	correct_rejection	NA	0
7	Nonet	30	354	30	6	0	0	42430	692	0	correct_rejection	NA	0
7	Nonet	31	355	31	9	0	0	43139	691	0	correct_rejection	NA	0
