ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11275
trigger nr 3 at 13275
30	Triplet	1	163	1	6	0	0	21249	684	0	correct_rejection	NA	7907
30	Triplet	2	164	2	5	0	0	21966	683	0	correct_rejection	NA	0
30	Triplet	3	165	3	4	0	0	22683	683	0	correct_rejection	NA	0
30	Triplet	4	166	4	0	1	2	23399	684	1	hit	384	0
30	Triplet	5	167	5	6	0	0	24116	683	0	correct_rejection	NA	0
30	Triplet	6	168	6	5	0	0	24832	684	0	correct_rejection	NA	0
30	Triplet	7	169	7	0	1	1	25549	683	1	hit	425	0
30	Triplet	8	170	8	4	0	0	26266	683	0	correct_rejection	NA	0
30	Triplet	9	171	9	4	0	0	26982	684	0	correct_rejection	NA	0
30	Triplet	10	172	10	5	0	0	27699	683	0	correct_rejection	NA	0
30	Triplet	11	173	11	0	1	1	28416	683	1	hit	477	0
30	Triplet	12	174	12	6	0	0	29132	684	0	correct_rejection	NA	0
30	Triplet	13	175	13	9	0	0	29849	683	0	correct_rejection	NA	0
30	Triplet	14	176	14	8	0	0	30566	683	0	correct_rejection	NA	0
30	Triplet	15	177	15	7	0	0	31282	684	0	correct_rejection	NA	0
30	Triplet	16	178	16	6	0	0	31999	683	0	correct_rejection	NA	0
30	Triplet	17	179	17	0	1	1	32716	683	1	hit	366	0
30	Triplet	18	180	18	5	0	0	33432	684	0	correct_rejection	NA	0
30	Triplet	19	181	19	4	0	0	34149	683	0	correct_rejection	NA	0
30	Triplet	20	182	20	9	0	0	34866	683	0	correct_rejection	NA	0
30	Triplet	21	183	21	8	0	0	35582	684	0	correct_rejection	NA	0
30	Triplet	22	184	22	7	0	0	36299	683	0	correct_rejection	NA	0
30	Triplet	23	185	23	0	1	2	37016	683	1	hit	393	0
30	Triplet	24	186	24	7	0	0	37732	684	0	correct_rejection	NA	0
30	Triplet	25	187	25	8	0	0	38449	683	0	correct_rejection	NA	0
30	Triplet	26	188	26	9	0	0	39166	683	0	correct_rejection	NA	0
30	Triplet	27	189	27	6	0	0	39882	684	0	correct_rejection	NA	0
30	Triplet	28	190	28	5	0	0	40599	683	0	correct_rejection	NA	0
30	Triplet	29	191	29	0	1	1	41316	683	1	hit	360	0
30	Triplet	30	192	30	4	0	0	42032	684	0	correct_rejection	NA	0
30	Triplet	31	193	31	7	0	0	42749	683	0	correct_rejection	NA	0
30	Triplet	32	194	32	8	0	0	43466	683	0	correct_rejection	NA	0
30	Triplet	33	195	33	9	0	0	44182	684	0	correct_rejection	NA	0
30	Triplet	34	196	34	7	0	0	44899	683	0	correct_rejection	NA	0
30	Triplet	35	197	35	8	0	0	45616	683	0	correct_rejection	NA	0
30	Triplet	36	198	36	9	0	0	46332	684	0	correct_rejection	NA	0
30	Triplet	37	199	37	9	0	0	47049	683	0	correct_rejection	NA	0
30	Triplet	38	200	38	8	0	0	47766	683	0	correct_rejection	NA	0
30	Triplet	39	201	39	7	0	0	48482	684	0	correct_rejection	NA	0
30	Triplet	40	202	40	9	0	0	49199	683	0	correct_rejection	NA	0
30	Triplet	41	203	41	8	0	0	49915	684	0	correct_rejection	NA	0
30	Triplet	42	204	42	0	1	1	50632	683	1	hit	565	0
30	Triplet	43	205	43	7	0	0	51349	683	0	correct_rejection	NA	0
30	Triplet	44	206	44	4	0	0	52065	684	0	correct_rejection	NA	0
30	Triplet	45	207	45	5	0	0	52782	683	0	correct_rejection	NA	0
30	Triplet	46	208	46	6	0	0	53499	683	0	correct_rejection	NA	0
30	Triplet	47	209	47	4	0	0	54215	684	0	correct_rejection	NA	0
30	Triplet	48	210	48	5	0	0	54932	683	0	correct_rejection	NA	0
30	Triplet	49	211	49	6	0	0	55649	683	0	correct_rejection	NA	0
30	Triplet	50	212	50	7	0	0	56365	684	0	correct_rejection	NA	0
30	Triplet	51	213	51	8	0	0	57082	683	0	correct_rejection	NA	0
30	Triplet	52	214	52	9	0	0	57799	683	0	correct_rejection	NA	0
30	Triplet	53	215	53	4	0	0	58515	684	0	correct_rejection	NA	0
30	Triplet	54	216	54	5	0	0	59232	683	0	correct_rejection	NA	0
30	Triplet	55	217	55	6	0	0	59949	683	0	correct_rejection	NA	0
30	Triplet	56	218	56	7	0	0	60665	684	0	correct_rejection	NA	0
30	Triplet	57	219	57	0	1	1	61382	683	1	hit	446	0
30	Triplet	58	220	58	8	0	0	62099	683	0	correct_rejection	NA	0
30	Triplet	59	221	59	9	0	0	62815	684	0	correct_rejection	NA	0
30	Triplet	60	222	60	0	1	2	63532	683	1	hit	527	0
30	Triplet	61	223	61	6	0	0	64249	683	0	correct_rejection	NA	0
30	Triplet	62	224	62	5	0	0	64965	684	0	correct_rejection	NA	0
30	Triplet	63	225	63	4	0	0	65682	683	0	correct_rejection	NA	0
30	Triplet	64	226	64	6	0	0	66399	683	0	correct_rejection	NA	0
30	Triplet	65	227	65	5	0	0	67115	684	0	correct_rejection	NA	0
30	Triplet	66	228	66	4	0	0	67832	683	0	correct_rejection	NA	0
30	Triplet	67	229	67	9	0	0	68549	683	0	correct_rejection	NA	0
30	Triplet	68	230	68	8	0	0	69265	684	0	correct_rejection	NA	0
30	Triplet	69	231	69	7	0	0	69982	683	0	correct_rejection	NA	0
30	Triplet	70	232	70	4	0	0	70699	683	0	correct_rejection	NA	0
30	Triplet	71	233	71	0	1	1	71415	684	1	hit	597	0
30	Triplet	72	234	72	5	0	0	72132	683	0	correct_rejection	NA	0
30	Triplet	73	235	73	6	0	0	72849	683	0	correct_rejection	NA	0
30	Triplet	74	236	74	7	0	0	73565	684	0	correct_rejection	NA	0
30	Triplet	75	237	75	8	0	0	74282	683	0	correct_rejection	NA	0
30	Triplet	76	238	76	9	0	0	74998	684	0	correct_rejection	NA	0
