ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISI
first_trigger_at: 11364
trigger nr 5 at 15364
13	Single	1	1	1	9	0	0	23366	691	0	correct_rejection	NA	7959
13	Single	2	2	2	5	0	0	24074	692	0	correct_rejection	NA	0
13	Single	3	3	3	4	0	0	24783	691	0	correct_rejection	NA	0
13	Single	4	4	4	7	0	0	25491	692	0	correct_rejection	NA	0
13	Single	5	5	5	9	0	0	26200	691	0	correct_rejection	NA	0
13	Single	6	6	6	4	0	0	26908	692	0	correct_rejection	NA	0
13	Single	7	7	7	4	0	0	27617	692	0	correct_rejection	NA	0
13	Single	8	8	8	5	0	0	28325	692	0	correct_rejection	NA	0
13	Single	9	9	9	0	1	1	29034	692	1	hit	321	0
13	Single	10	10	10	8	0	0	29743	691	0	correct_rejection	NA	0
13	Single	11	11	11	7	0	0	30451	692	0	correct_rejection	NA	0
13	Single	12	12	12	5	0	0	31160	691	0	correct_rejection	NA	0
13	Single	13	13	13	7	0	0	31868	692	0	correct_rejection	NA	0
13	Single	14	14	14	0	1	1	32577	692	1	hit	318	0
13	Single	15	15	15	7	0	0	33285	692	0	correct_rejection	NA	0
13	Single	16	16	16	8	0	0	33994	692	0	correct_rejection	NA	0
13	Single	17	17	17	9	0	0	34703	691	0	correct_rejection	NA	0
13	Single	18	18	18	8	0	0	35411	692	0	correct_rejection	NA	0
13	Single	19	19	19	6	0	0	36120	691	0	correct_rejection	NA	0
13	Single	20	20	20	4	0	0	36828	692	0	correct_rejection	NA	0
13	Single	21	21	21	0	1	1	37537	692	1	hit	323	0
13	Single	22	22	22	9	0	0	38245	692	0	correct_rejection	NA	0
13	Single	23	23	23	9	0	0	38954	692	0	correct_rejection	NA	0
13	Single	24	24	24	7	0	0	39663	691	0	correct_rejection	NA	0
13	Single	25	25	25	0	1	1	40371	692	1	hit	320	0
13	Single	26	26	26	6	0	0	41080	691	0	correct_rejection	NA	0
13	Single	27	27	27	6	0	0	41788	692	0	correct_rejection	NA	0
13	Single	28	28	28	8	0	0	42497	691	0	correct_rejection	NA	0
13	Single	29	29	29	5	0	0	43205	692	0	correct_rejection	NA	0
13	Single	30	30	30	6	0	0	43914	692	0	correct_rejection	NA	0
13	Single	31	31	31	0	1	1	44623	691	1	hit	315	0
13	Single	32	32	32	7	0	0	45331	692	0	correct_rejection	NA	0
13	Single	33	33	33	4	0	0	46040	691	0	correct_rejection	NA	0
13	Single	34	34	34	8	0	0	46748	692	0	correct_rejection	NA	0
13	Single	35	35	35	8	0	0	47457	691	0	correct_rejection	NA	0
13	Single	36	36	36	4	0	0	48165	692	0	correct_rejection	NA	0
13	Single	37	37	37	6	0	0	48874	692	0	correct_rejection	NA	0
13	Single	38	38	38	5	0	0	49582	692	0	correct_rejection	NA	0
13	Single	39	39	39	5	0	0	50291	692	0	correct_rejection	NA	0
13	Single	40	40	40	9	0	0	51000	691	0	correct_rejection	NA	0
13	Single	41	41	41	6	0	0	51708	692	0	correct_rejection	NA	0
13	Single	42	42	42	4	0	0	52417	691	0	correct_rejection	NA	0
13	Single	43	43	43	9	0	0	53125	692	0	correct_rejection	NA	0
13	Single	44	44	44	8	0	0	53834	692	0	correct_rejection	NA	0
13	Single	45	45	45	8	0	0	54542	692	0	correct_rejection	NA	0
13	Single	46	46	46	6	0	0	55251	692	0	correct_rejection	NA	0
13	Single	47	47	47	9	0	0	55960	691	0	correct_rejection	NA	0
13	Single	48	48	48	6	0	0	56668	692	0	correct_rejection	NA	0
13	Single	49	49	49	6	0	0	57377	691	0	correct_rejection	NA	0
13	Single	50	50	50	7	0	0	58085	692	0	correct_rejection	NA	0
13	Single	51	51	51	5	0	0	58794	692	0	correct_rejection	NA	0
13	Single	52	52	52	6	0	0	59502	692	0	correct_rejection	NA	0
13	Single	53	53	53	5	0	0	60211	692	0	correct_rejection	NA	0
13	Single	54	54	54	8	0	0	60920	691	0	correct_rejection	NA	0
13	Single	55	55	55	4	0	0	61628	692	0	correct_rejection	NA	0
13	Single	56	56	56	5	0	0	62337	691	0	correct_rejection	NA	0
13	Single	57	57	57	4	0	0	63045	692	0	correct_rejection	NA	0
13	Single	58	58	58	8	0	0	63754	692	0	correct_rejection	NA	0
13	Single	59	59	59	7	0	0	64462	692	0	correct_rejection	NA	0
13	Single	60	60	60	7	0	0	65171	692	0	correct_rejection	NA	0
13	Single	61	61	61	6	0	0	65880	691	0	correct_rejection	NA	0
13	Single	62	62	62	8	0	0	66588	692	0	correct_rejection	NA	0
13	Single	63	63	63	9	0	0	67297	691	0	correct_rejection	NA	0
13	Single	64	64	64	7	0	0	68005	692	0	correct_rejection	NA	0
13	Single	65	65	65	9	0	0	68714	691	0	correct_rejection	NA	0
13	Single	66	66	66	5	0	0	69422	692	0	correct_rejection	NA	0
13	Single	67	67	67	5	0	0	70131	692	0	correct_rejection	NA	0
13	Single	68	68	68	7	0	0	70839	692	0	correct_rejection	NA	0
13	Single	69	69	69	4	0	0	71548	692	0	correct_rejection	NA	0
13	Single	70	70	70	6	0	0	72257	691	0	correct_rejection	NA	0
13	Single	71	71	71	4	0	0	72965	692	0	correct_rejection	NA	0
13	Single	72	72	72	0	1	1	73674	691	1	hit	332	0
13	Single	73	73	73	4	0	0	74382	692	0	correct_rejection	NA	0
13	Single	74	74	74	7	0	0	75091	692	0	correct_rejection	NA	0
13	Single	75	75	75	0	1	1	75799	692	1	hit	357	0
13	Single	76	76	76	8	0	0	76508	692	0	correct_rejection	NA	0
13	Single	77	77	77	5	0	0	77217	691	0	correct_rejection	NA	0
13	Single	78	78	78	9	0	0	77925	692	0	correct_rejection	NA	0
13	Single	79	79	79	9	0	0	78634	691	0	correct_rejection	NA	0
13	Single	80	80	80	4	0	0	79342	692	0	correct_rejection	NA	0
13	Single	81	81	81	9	0	0	80051	692	0	correct_rejection	NA	0
13	Single	82	82	82	0	1	1	80759	692	1	hit	318	0
13	Single	83	83	83	6	0	0	81468	692	0	correct_rejection	NA	0
13	Single	84	84	84	4	0	0	82177	691	0	correct_rejection	NA	0
13	Single	85	85	85	6	0	0	82885	692	0	correct_rejection	NA	0
13	Single	86	86	86	8	0	0	83594	691	0	correct_rejection	NA	0
13	Single	87	87	87	0	1	1	84302	692	1	hit	331	0
13	Single	88	88	88	8	0	0	85011	692	0	correct_rejection	NA	0
